PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN_partial,Move_numbers,correct_moves,puzzle_solved,total_moves,accuracy_percentage,error,aggressive_move,positional_move,neutral_move,final_consensus_move,debate_history,single_model_response,single_model_move,single_model_prompt_tokens,single_model_completion_tokens,single_model_total_tokens,single_model_model,single_model_finish_reason,moderator_decision,judge_decision,debate_v2_history,aggressive_prompt_tokens,aggressive_completion_tokens,aggressive_total_tokens,aggressive_model,aggressive_finish_reason,aggressive_response,positional_prompt_tokens,positional_completion_tokens,positional_total_tokens,positional_model,positional_finish_reason,positional_response,neutral_prompt_tokens,neutral_completion_tokens,neutral_total_tokens,neutral_model,neutral_finish_reason,neutral_response,moderator_prompt_tokens,moderator_completion_tokens,moderator_total_tokens,moderator_model,moderator_finish_reason,moderator_response,judge_prompt_tokens,judge_completion_tokens,judge_total_tokens,judge_model,judge_finish_reason,judge_response,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,self_consistency_total_prompt_tokens,self_consistency_total_completion_tokens,self_consistency_total_tokens,debate_total_prompt_tokens,debate_total_completion_tokens,debate_total_tokens,single_model_total_prompt_tokens,single_model_total_completion_tokens,prompt_token_log,self_consistency_prompt_log,debate_prompt_log,single_model_prompt_log,planned_sequences,debate_rounds,early_consensus,single_model_fallback,both_models_failed,debate_success,final_reason,supported_side,board_fen,played_plies,current_turn,is_white_to_move,user_prompt,system_prompt
ekeJ9,Q7/p5pk/3p3p/8/P1P5/8/4rqPP/3R3K w - - 4 25,a8f3 e2e1 d1e1 f2e1 f3f1 e1f1,1121,76,97,1196,endgame long mate mateIn3,https://lichess.org/gR96kGfu#49,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/gR96kGfu""]
[Date ""2022.12.26""]
[Round ""?""]
[White ""gmgilz""]
[Black ""puwazou""]
[Result ""0-1""]
[GameId ""gR96kGfu""]
[UTCDate ""2022.12.26""]
[UTCTime ""19:45:42""]
[WhiteElo ""1562""]
[BlackElo ""1530""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+38""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""C44""]
[Opening ""Ponziani Opening: Ponziani Countergambit""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 f5 3. c3 Nc6 4. d4 fxe4 5. Nxe5 Nxe5 6. dxe5 d5 7. exd6 cxd6 8.
Bb5+ Bd7 9. Qa4 Nf6 10. Bg5 Be7 11. Nd2 O-O 12. Bxf6 Bxb5 13. Qxb5 Bxf6 14.
Nxe4 Re8 15. Qxb7 Rb8 16. Qd5+ Kh8 17. O-O Rxb2 18. Nxf6 Qxf6 19. c4 h6 20. a4
Ree2 21. Rad1 Rxf2 22. Rxf2 Qxf2+ 23. Kh1 Re2 24. Qa8+ Kh7 25. Qf3 0-1",49,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
toRYa,r2r2k1/3nbpp1/2p1p2p/pqPn3P/1pNPN1P1/3Q4/PP1B1P2/1K1R3R b - - 0 21,d7c5 d4c5 d5b6 e4d6 d8d6 c5d6,2207,77,71,80,advantage long middlegame,https://lichess.org/kadk4pKj/black#42,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/kadk4pKj""]
[Date ""2019.03.01""]
[Round ""?""]
[White ""THESUPERKING""]
[Black ""VotkoVadim""]
[Result ""0-1""]
[GameId ""kadk4pKj""]
[UTCDate ""2019.03.01""]
[UTCTime ""15:36:01""]
[WhiteElo ""1958""]
[BlackElo ""1941""]
[WhiteRatingDiff ""-10""]
[BlackRatingDiff ""+63""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""B18""]
[Opening ""Caro-Kann Defense: Classical Variation, Main Line""]
[Termination ""Normal""]

1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. h5 Bh7 8. Bd3
Bxd3 9. Qxd3 Nd7 10. Nf3 e6 11. c3 Ngf6 12. Bf4 Be7 13. O-O-O Qa5 14. Kb1 O-O
15. c4 b5 16. c5 b4 17. Nd2 Nd5 18. Nc4 Qb5 19. Bd2 a5 20. Ne4 Rfd8 21. g4 Nxc5
0-1",42,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
sEDP7,3r2k1/2p2p1p/1p4pB/p2n4/P7/2Q4P/1P2rPP1/3R2K1 b - - 4 24,d5c3 d1d8 e2e8 d8e8,872,108,69,28,endgame hangingPiece mate mateIn2 short,https://lichess.org/HyEBHAtS/black#48,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/HyEBHAtS""]
[Date ""2021.04.14""]
[Round ""?""]
[White ""allmendum""]
[Black ""Totonhosanto""]
[Result ""1-0""]
[GameId ""HyEBHAtS""]
[UTCDate ""2021.04.14""]
[UTCTime ""18:54:52""]
[WhiteElo ""1662""]
[BlackElo ""1703""]
[WhiteRatingDiff ""+14""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""600+5""]
[ECO ""D02""]
[Opening ""Queen's Pawn Game: Anti-Torre""]
[Termination ""Normal""]

1. d4 d5 2. Nf3 Bg4 3. c4 Bxf3 4. exf3 e6 5. Qb3 b6 6. Nc3 a5 7. a4 Bb4 8. Bd3
Nc6 9. cxd5 Bxc3+ 10. Qxc3 Qxd5 11. Be4 Qxe4+ 12. fxe4 Nge7 13. d5 Nb4 14. O-O
exd5 15. exd5 Nbxd5 16. Qg3 O-O 17. Bh6 Ng6 18. Be3 Rfe8 19. Rad1 Nge7 20. Rxd5
Nxd5 21. Bh6 g6 22. h3 Re2 23. Rd1 Rd8 24. Qc3 Nxc3 1-0",48,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
Ms6KK,5nk1/4bp1p/3p2pP/2pPp1P1/1pP1P1P1/rP3N2/1R1QB1K1/q7 w - - 1 38,f3e1 e7g5 d2g5 a1b2,1464,75,90,3640,crushing deflection master middlegame pin short,https://lichess.org/SVIrsTex#75,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/SVIrsTex""]
[Date ""2022.01.01""]
[Round ""?""]
[White ""Returnal1""]
[Black ""Kipchoge71""]
[Result ""0-1""]
[GameId ""SVIrsTex""]
[UTCDate ""2022.01.01""]
[UTCTime ""23:41:15""]
[WhiteElo ""2323""]
[BlackElo ""2296""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[BlackTitle ""FM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""E81""]
[Opening ""King's Indian Defense: SÃ¤misch Variation, Normal Defense""]
[Termination ""Normal""]

1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 O-O 5. f3 d6 6. Be3 c6 7. Nge2 a6 8. Qd2 b5
9. Nc1 b4 10. Na4 a5 11. Be2 Nbd7 12. O-O Qc7 13. Nd3 Ba6 14. b3 e5 15. d5 c5
16. Nab2 Bc8 17. g4 Nb6 18. Nf2 a4 19. Nbd3 Bd7 20. Kg2 axb3 21. axb3 Qb7 22.
Bg5 Ra3 23. Rab1 Rfa8 24. Rb2 Qa6 25. Rfb1 Ra1 26. Rxa1 Qxa1 27. h4 Ra3 28.
Bxf6 Bxf6 29. g5 Bd8 30. Ng4 Bxg4 31. fxg4 Nd7 32. Bf3 Nb6 33. Be2 Be7 34. Ne1
Kg7 35. Nf3 Kg8 36. h5 Nd7 37. h6 Nf8 38. Ne1 0-1",75,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
6wUmL,rnbq1r1k/pppp1p1p/7p/2bN1N2/2B1P1Q1/8/PPP2PPP/R3K2R b KQ - 3 10,d7d6 g4g7,817,82,98,739,mate mateIn1 middlegame oneMove,https://lichess.org/J7fQKMba/black#20,Vienna_Game Vienna_Game_Anderssen_Defense,"[Event ""rated rapid game""]
[Site ""https://lichess.org/J7fQKMba""]
[Date ""2022.12.30""]
[Round ""?""]
[White ""meaayush""]
[Black ""serhat39""]
[Result ""1-0""]
[GameId ""J7fQKMba""]
[UTCDate ""2022.12.30""]
[UTCTime ""21:25:12""]
[WhiteElo ""1661""]
[BlackElo ""1675""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""C25""]
[Opening ""Vienna Game: Anderssen Defense""]
[Termination ""Normal""]

1. e4 e5 2. Nc3 Bc5 3. Bc4 Qf6 4. Nf3 Nh6 5. Nd5 Qd8 6. d4 exd4 7. Nxd4 O-O 8.
Bxh6 gxh6 9. Qg4+ Kh8 10. Nf5 d6 1-0",20,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
zOwvn,rnb1k2r/pp1p1ppp/1qp5/4p3/4P1n1/2PPBN2/PP3KPP/RN1Q1B1R w kq - 4 8,f2e2 b6e3,749,82,100,257,mate mateIn1 oneMove opening,https://lichess.org/ZpW7JSLW#15,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,"[Event ""rated bullet game""]
[Site ""https://lichess.org/ZpW7JSLW""]
[Date ""2024.09.11""]
[Round ""?""]
[White ""snsdhsp""]
[Black ""shahulshahina""]
[Result ""0-1""]
[GameId ""ZpW7JSLW""]
[UTCDate ""2024.09.11""]
[UTCTime ""17:14:13""]
[WhiteElo ""1608""]
[BlackElo ""1573""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+7""]
[Variant ""Standard""]
[TimeControl ""120+1""]
[ECO ""C40""]
[Opening ""King's Pawn Game: Busch-Gass Gambit""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Bc5 3. c3 Bxf2+ 4. Kxf2 Nf6 5. d3 c6 6. Bg5 Qb6+ 7. Be3 Ng4+ 8.
Ke2 0-1",15,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
1A5iI,8/8/8/1pp5/1k6/1P3K2/2P5/8 w - - 3 51,f3e2 b4c3 e2d1 c3b2,1743,75,97,576,crushing endgame pawnEndgame short zugzwang,https://lichess.org/q5afI4Vc#101,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/q5afI4Vc""]
[Date ""2024.12.22""]
[Round ""?""]
[White ""Vdm88""]
[Black ""chessmat2008""]
[Result ""0-1""]
[GameId ""q5afI4Vc""]
[UTCDate ""2024.12.22""]
[UTCTime ""17:53:23""]
[WhiteElo ""1947""]
[BlackElo ""1967""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""C50""]
[Opening ""Italian Game: Giuoco Pianissimo, Normal""]
[Termination ""Normal""]

1. e4 e5 2. Bc4 Nc6 3. Nf3 Nf6 4. d3 Bc5 5. Bg5 h6 6. Bh4 g5 7. Bg3 d6 8. h3
Be6 9. Bxe6 fxe6 10. Nbd2 Qe7 11. a4 O-O-O 12. Nb3 d5 13. exd5 exd5 14. Nxc5
Qxc5 15. Qd2 e4 16. Ne5 exd3 17. Nxc6 Qxc6 18. Qxd3 Rde8+ 19. Kd2 Ne4+ 20. Kc1
Nxg3 21. fxg3 Re4 22. b3 Rhe8 23. Kb2 Qf6+ 24. Ka2 R8e6 25. Qxd5 Rd4 26. Qf3
Qg7 27. Rhf1 Re8 28. Qc3 Rxa4+ 29. Kb2 Qxc3+ 30. Kxc3 Rxa1 31. Rxa1 Re3+ 32.
Kd2 Rxg3 33. Rxa7 Kb8 34. Ra1 Rxg2+ 35. Kd3 Rg3+ 36. Ke4 Rxh3 37. Rg1 Kc8 38.
Rg2 Kd7 39. Kf5 Kd6 40. Kg4 Rh4+ 41. Kf5 c5 42. Rd2+ Rd4 43. Re2 b5 44. Re6+
Kd5 45. Rxh6 g4 46. Rh5 Kc6 47. Rg5 Kb6 48. Rxg4 Rxg4 49. Kxg4 Ka5 50. Kf3 Kb4
51. Ke2 0-1",101,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
y2an0,8/Q4ppk/1pb4p/2p2P2/2Pp1qP1/1P6/P5P1/R5K1 w - - 1 33,a7f7 f4e4 f7g6 h7h8 g6c6 e4c6,2034,148,43,8,crushing endgame long,https://lichess.org/iOqxOP8z#65,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/iOqxOP8z""]
[Date ""2018.03.03""]
[Round ""?""]
[White ""rodwil""]
[Black ""bluezbluez""]
[Result ""1-0""]
[GameId ""iOqxOP8z""]
[UTCDate ""2018.03.03""]
[UTCTime ""00:16:12""]
[WhiteElo ""1720""]
[BlackElo ""1745""]
[WhiteRatingDiff ""+11""]
[BlackRatingDiff ""-12""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""C20""]
[Opening ""King's Pawn Game: Leonardis Variation""]
[Termination ""Normal""]

1. e4 e5 2. d3 h6 3. Nf3 Nc6 4. c3 d5 5. exd5 Qxd5 6. c4 Qe6 7. h3 Bc5 8. Be2
Nf6 9. O-O O-O 10. Nc3 Nd4 11. Nxd4 Bxd4 12. Nb5 Qb6 13. Nxd4 exd4 14. b3 c5
15. f4 Qd6 16. f5 Bd7 17. Bf4 Qe7 18. Bf3 Rab8 19. Re1 Qd8 20. Bxb8 Qxb8 21.
Bg4 b6 22. Rf1 Re8 23. Qd2 Qg3 24. Qf4 Qxd3 25. Rfe1 Re4 26. Rxe4 Nxe4 27. Qb8+
Kh7 28. Qxa7 Qe3+ 29. Kh1 Nf2+ 30. Kh2 Qf4+ 31. Kg1 Nxg4 32. hxg4 Bc6 33. Qxf7
1-0",65,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
oVdKg,4rr1k/Q2R2pp/8/2P3q1/5p2/P1P1P3/5PPP/R5K1 w - - 0 23,a1e1 f4e3 f2f3 e3e2 d7d3 e8d8 d3d8 g5e3 g1h1 f8d8,3056,116,91,1664,advancedPawn advantage endgame intermezzo sacrifice veryLong,https://lichess.org/xVGvextJ#45,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/xVGvextJ""]
[Date ""2021.08.19""]
[Round ""?""]
[White ""Moreno_18""]
[Black ""daniel00000""]
[Result ""0-1""]
[GameId ""xVGvextJ""]
[UTCDate ""2021.08.19""]
[UTCTime ""02:15:28""]
[WhiteElo ""1534""]
[BlackElo ""1523""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""300+3""]
[ECO ""D20""]
[Opening ""Queen's Gambit Accepted: Old Variation""]
[Termination ""Normal""]

1. d4 d5 2. c4 dxc4 3. e3 Nf6 4. Nc3 Bg4 5. Nf3 e6 6. Bxc4 Bb4 7. Bd2 O-O 8.
Be2 Bxf3 9. Bxf3 Nc6 10. Bxc6 bxc6 11. a3 Bxc3 12. Bxc3 Ne4 13. Qf3 f5 14. O-O
Nxc3 15. bxc3 c5 16. Rfd1 Qg5 17. dxc5 e5 18. Qd5+ Kh8 19. Qxe5 Rae8 20. Qxc7
Re7 21. Rd7 Ree8 22. Qxa7 f4 23. Re1 0-1",45,0,False,5.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
AUiaA,8/1k4pp/1p1N1p2/3n4/3r4/5P2/2R2KPP/8 b - - 3 38,b7a7 d6b5 a7a6 b5d4,1382,75,92,949,crushing endgame fork short,https://lichess.org/KqsSNru9/black#76,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/KqsSNru9""]
[Date ""2021.12.19""]
[Round ""?""]
[White ""Gww466""]
[Black ""sawantyash""]
[Result ""0-1""]
[GameId ""KqsSNru9""]
[UTCDate ""2021.12.19""]
[UTCTime ""15:39:19""]
[WhiteElo ""1995""]
[BlackElo ""2030""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+9""]
[Variant ""Standard""]
[TimeControl ""600+5""]
[ECO ""C44""]
[Opening ""Scotch Game: Haxo Gambit""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. c3 d3 6. Qxd3 d6 7. Nd4 Ne5 8. Qe2
Nxc4 9. Qxc4 Nf6 10. Nd2 O-O 11. O-O Re8 12. f3 Bb6 13. a4 d5 14. exd5 Qxd5 15.
a5 Bc5 16. b4 Bxd4+ 17. cxd4 Bf5 18. Bb2 Qxc4 19. Nxc4 Bd3 20. Rfc1 Re2 21. Ne5
Rxb2 22. Nxd3 Rd2 23. Ne5 c6 24. Rd1 Rxd1+ 25. Rxd1 Nd5 26. Rb1 f6 27. Nd3 Re8
28. Kf2 Kf7 29. Nc5 b6 30. axb6 axb6 31. Ne4 Ke6 32. Rc1 Kd7 33. Rb1 Ra8 34.
Rb2 Ra4 35. b5 Rxd4 36. bxc6+ Kxc6 37. Rc2+ Kb7 38. Nd6+ Ka7 0-1",76,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
avIbI,8/8/p3pp2/R7/3k1q2/1R5P/6PK/8 w - - 4 36,h2g1 f4c1 g1h2 c1c7 b3g3 c7a5,1364,76,79,140,crushing endgame fork long queenRookEndgame,https://lichess.org/cpWamN6S#71,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/cpWamN6S""]
[Date ""2022.02.07""]
[Round ""?""]
[White ""DrJeKyll_25""]
[Black ""Kussainov_KAMAZ""]
[Result ""0-1""]
[GameId ""cpWamN6S""]
[UTCDate ""2022.02.07""]
[UTCTime ""15:49:06""]
[WhiteElo ""1976""]
[BlackElo ""1923""]
[WhiteRatingDiff ""-7""]
[BlackRatingDiff ""+8""]
[Variant ""Standard""]
[TimeControl ""180+2""]
[ECO ""D02""]
[Opening ""Queen's Pawn Game: London System""]
[Termination ""Normal""]

1. d4 Nf6 2. Nf3 d5 3. Bf4 Nc6 4. e3 Bg4 5. Be2 e6 6. h3 Bh5 7. Ne5 Bxe2 8.
Qxe2 Nxe5 9. Bxe5 a6 10. c4 Bb4+ 11. Nc3 Ne4 12. Rc1 f6 13. Bh2 O-O 14. O-O
Nxc3 15. bxc3 Bd6 16. cxd5 Bxh2+ 17. Kxh2 Qxd5 18. c4 Qd6+ 19. Kg1 c5 20. Qb2
cxd4 21. Qxd4 Rfd8 22. Rfd1 Qa3 23. Qxd8+ Rxd8 24. Rxd8+ Kf7 25. Rcd1 Qxa2 26.
R8d7+ Kg6 27. Rxb7 Qxc4 28. Rdd7 Qc1+ 29. Kh2 Qf1 30. Rxg7+ Kf5 31. Rxh7 Qxf2
32. Rh5+ Ke4 33. Rb4+ Kxe3 34. Rb3+ Kd4 35. Ra5 Qf4+ 36. Kg1 0-1",71,0,False,3.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
OxHLN,8/5pk1/6p1/p3PP2/Pp5R/5K1P/r4P2/8 b - - 0 42,a2a4 f5f6 g7g8 h4d4 g6g5 d4d8 g8h7 e5e6 f7e6 f6f7,2396,76,92,347,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/QCUBhj5E/black#84,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/QCUBhj5E""]
[Date ""2024.10.09""]
[Round ""?""]
[White ""Josephrov""]
[Black ""Bubaso""]
[Result ""1-0""]
[GameId ""QCUBhj5E""]
[UTCDate ""2024.10.09""]
[UTCTime ""08:14:10""]
[WhiteElo ""2385""]
[BlackElo ""2469""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-8""]
[WhiteTitle ""FM""]
[WhiteFideId ""8723419""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""D32""]
[Opening ""Tarrasch Defense: Two Knights Variation""]
[Termination ""Normal""]

1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. Bf4 Nf6 7. e3 Be7 8. Bb5
O-O 9. O-O Bg4 10. Rc1 c4 11. Ba4 a6 12. Bc2 b5 13. a3 h6 14. Ne2 Bxf3 15. gxf3
a5 16. Kh1 b4 17. a4 Bd6 18. Rg1 Bxf4 19. Nxf4 Qd6 20. Qf1 Nxd4 21. Qg2 Ne8 22.
Nh5 Ne6 23. Bf5 Ra7 24. Rcd1 Qe5 25. Qg4 Nf6 26. Nxf6+ Qxf6 27. Rxd5 g6 28.
Bxe6 Qxe6 29. Qxc4 Rd7 30. e4 Rxd5 31. Qxd5 Qf6 32. Rg3 Rd8 33. Qb3 h5 34. Kg2
h4 35. Rg4 Kg7 36. f4 Rd2 37. e5 Qf5 38. h3 Qe4+ 39. Qf3 Qxf3+ 40. Kxf3 Rxb2
41. Rxh4 Ra2 42. f5 Rxa4 1-0",84,0,False,5.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
oOouU,r3k2r/ppq1bppp/2n5/1B1Q4/3p4/7P/PPP2PP1/R1B1K2R w KQkq - 1 12,d5d4 c7a5 c1d2 a5b5,1421,75,93,6031,advantage fork middlegame short,https://lichess.org/YU0vYE0e#23,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,"[Event ""rated rapid game""]
[Site ""https://lichess.org/YU0vYE0e""]
[Date ""2021.10.22""]
[Round ""?""]
[White ""KiberShax""]
[Black ""jebcoat""]
[Result ""0-1""]
[GameId ""YU0vYE0e""]
[UTCDate ""2021.10.22""]
[UTCTime ""11:58:36""]
[WhiteElo ""1827""]
[BlackElo ""1836""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""B11""]
[Opening ""Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line""]
[Termination ""Normal""]

1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bxf3 5. Qxf3 e5 6. exd5 Nf6 7. dxc6 Nxc6 8.
Bb5 Qc7 9. d4 exd4 10. Nd5 Nxd5 11. Qxd5 Be7 12. Qxd4 0-1",23,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
JRYNR,3Q4/6qk/7p/1KN5/1p4rP/8/1PP5/8 b - - 14 50,g4g6 c5d7 g7f7 d7f8 h7g7 f8g6,2265,78,86,45,advantage endgame fork long quietMove,https://lichess.org/Uluf50IL/black#100,,"[Event ""rated bullet game""]
[Site ""https://lichess.org/Uluf50IL""]
[Date ""2022.03.01""]
[Round ""?""]
[White ""marcb109""]
[Black ""ikapembwa""]
[Result ""1-0""]
[GameId ""Uluf50IL""]
[UTCDate ""2022.03.01""]
[UTCTime ""08:15:16""]
[WhiteElo ""1663""]
[BlackElo ""1697""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""120+1""]
[ECO ""C20""]
[Opening ""Center Game""]
[Termination ""Time forfeit""]

1. e4 e5 2. d4 Qf6 3. dxe5 Qxe5 4. Nc3 c6 5. Nf3 Qf6 6. Bg5 Qe6 7. Bd3 h6 8.
Bh4 Be7 9. Bg3 d6 10. Qe2 Bd8 11. Bc4 Qg6 12. O-O-O Ne7 13. Rxd6 Qh7 14. Ne5
O-O 15. Bxf7+ Kh8 16. Bb3 Bc7 17. Rdd1 Bxe5 18. Bxe5 Nd7 19. Bd6 Re8 20. Bf7
Rf8 21. Bb3 Re8 22. f4 Ng6 23. f5 Nge5 24. Bxe5 Nxe5 25. g4 a5 26. a3 b5 27. h4
b4 28. axb4 axb4 29. Na4 Ba6 30. Qe3 Nxg4 31. Qf4 Nf6 32. e5 Nd5 33. Bxd5 cxd5
34. Rxd5 Bb7 35. Rd7 Bxh1 36. f6 Rg8 37. fxg7+ Rxg7 38. Rxg7 Qxg7 39. e6 Rc8
40. e7 Qxe7 41. Qd4+ Kg8 42. Qg1+ Qg7 43. Qxh1 Rf8 44. Qd5+ Kh8 45. Nc5 Rf1+
46. Kd2 Rf2+ 47. Kd3 Rg2 48. Qd8+ Kh7 49. Kc4 Rg4+ 50. Kb5 Rg6 1-0",100,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
